Time,Price
3.141592654,-4.10E-10
3.241592654,-9.98E-02
3.341592654,-1.99E-01
3.441592654,-2.96E-01
3.541592654,-3.89E-01
3.641592654,-4.79E-01
3.741592654,-5.65E-01
3.841592654,-6.44E-01
3.941592654,-7.17E-01
4.041592654,-7.83E-01
4.141592654,-8.41E-01
4.241592654,-8.91E-01
4.341592654,-9.32E-01
4.441592654,-9.64E-01
4.541592654,-9.85E-01
4.641592654,-9.97E-01
4.741592654,-1.00E+00
4.841592654,-9.92E-01
4.941592654,-9.74E-01
5.041592654,-9.46E-01
5.141592654,-9.09E-01
5.241592654,-8.63E-01
5.341592654,-8.08E-01
5.441592654,-7.46E-01
5.541592654,-6.75E-01
5.641592654,-5.98E-01
5.741592654,-5.16E-01
5.841592654,-4.27E-01
5.941592654,-3.35E-01
6.041592654,-2.39E-01
6.141592654,-1.41E-01
6.241592654,-4.16E-02
6.341592654,5.84E-02
6.441592654,1.58E-01
6.541592654,2.56E-01
6.641592654,3.51E-01
6.741592654,4.43E-01
6.841592654,5.30E-01
6.941592654,6.12E-01
7.041592654,6.88E-01
7.141592654,7.57E-01
7.241592654,8.18E-01
7.341592654,8.72E-01
7.441592654,9.16E-01
7.541592654,9.52E-01
7.641592654,9.78E-01
7.741592654,9.94E-01
7.841592654,1.00E+00
7.941592654,9.96E-01
8.041592654,9.82E-01
8.141592654,9.59E-01
8.241592654,9.26E-01
8.341592654,8.83E-01
8.441592654,8.32E-01
8.541592654,7.73E-01
8.641592654,7.06E-01
8.741592654,6.31E-01
8.841592654,5.51E-01
8.941592654,4.65E-01
9.041592654,3.74E-01
9.141592654,2.79E-01
9.241592654,1.82E-01
9.341592654,8.31E-02
9.441592654,-1.68E-02
9.541592654,-1.17E-01
9.641592654,-2.15E-01
9.741592654,-3.12E-01
9.841592654,-4.05E-01
9.941592654,-4.94E-01
10.04159265,-5.78E-01
10.14159265,-6.57E-01
10.24159265,-7.29E-01
10.34159265,-7.94E-01
10.44159265,-8.50E-01
10.54159265,-8.99E-01
10.64159265,-9.38E-01
10.74159265,-9.68E-01
10.84159265,-9.88E-01
10.94159265,-9.99E-01
11.04159265,-9.99E-01
11.14159265,-9.89E-01
11.24159265,-9.70E-01
11.34159265,-9.41E-01
11.44159265,-9.02E-01
11.54159265,-8.55E-01
11.64159265,-7.98E-01
11.74159265,-7.34E-01
11.84159265,-6.63E-01
11.94159265,-5.85E-01
12.04159265,-5.01E-01
12.14159265,-4.12E-01
12.24159265,-3.19E-01
12.34159265,-2.23E-01
12.44159265,-1.24E-01
12.54159265,-2.48E-02
12.64159265,7.52E-02
12.74159265,1.74E-01
12.84159265,2.72E-01
12.94159265,3.66E-01
13.04159265,4.58E-01
13.14159265,5.44E-01
13.24159265,6.25E-01
13.34159265,7.00E-01
13.44159265,7.68E-01
13.54159265,8.28E-01
13.64159265,8.80E-01
13.74159265,9.23E-01
13.84159265,9.57E-01
13.94159265,9.81E-01
14.04159265,9.95E-01
14.14159265,1.00E+00
14.24159265,9.95E-01
14.34159265,9.79E-01
14.44159265,9.54E-01
14.54159265,9.19E-01
14.64159265,8.75E-01
14.74159265,8.23E-01
14.84159265,7.62E-01
14.94159265,6.94E-01
15.04159265,6.18E-01
15.14159265,5.37E-01
15.24159265,4.50E-01
15.34159265,3.58E-01
15.44159265,2.63E-01
15.54159265,1.66E-01
15.64159265,6.63E-02
15.74159265,-3.36E-02
15.84159265,-1.33E-01
15.94159265,-2.32E-01
16.04159265,-3.27E-01
16.14159265,-4.20E-01
16.24159265,-5.09E-01
16.34159265,-5.92E-01
16.44159265,-6.70E-01
16.54159265,-7.40E-01
16.64159265,-8.04E-01
16.74159265,-8.59E-01
16.84159265,-9.06E-01
16.94159265,-9.44E-01
17.04159265,-9.72E-01
17.14159265,-9.91E-01
17.24159265,-9.99E-01
17.34159265,-9.98E-01
17.44159265,-9.87E-01
17.54159265,-9.66E-01
17.64159265,-9.35E-01
17.74159265,-8.95E-01
17.84159265,-8.46E-01
17.94159265,-7.88E-01
18.04159265,-7.23E-01
18.14159265,-6.50E-01
18.24159265,-5.71E-01
18.34159265,-4.86E-01
18.44159265,-3.97E-01
18.54159265,-3.03E-01
18.64159265,-2.06E-01
18.74159265,-1.08E-01
18.84159265,-7.96E-03
18.94159265,9.19E-02
19.04159265,1.91E-01
19.14159265,2.88E-01
19.24159265,3.82E-01
19.34159265,4.72E-01
19.44159265,5.58E-01
19.54159265,6.38E-01
19.64159265,7.12E-01
19.74159265,7.78E-01
19.84159265,8.37E-01
19.94159265,8.88E-01
20.04159265,9.29E-01
20.14159265,9.61E-01
20.24159265,9.84E-01
20.34159265,9.97E-01
20.44159265,1.00E+00
20.54159265,9.93E-01
20.64159265,9.76E-01
20.74159265,9.49E-01
20.84159265,9.13E-01
20.94159265,8.67E-01
21.04159265,8.13E-01
21.14159265,7.51E-01
21.24159265,6.81E-01
21.34159265,6.05E-01
21.44159265,5.22E-01
21.54159265,4.35E-01
21.64159265,3.42E-01
21.74159265,2.47E-01
21.84159265,1.49E-01
21.94159265,4.95E-02
22.04159265,-5.04E-02
22.14159265,-1.50E-01
22.24159265,-2.48E-01
22.34159265,-3.43E-01
22.44159265,-4.35E-01
22.54159265,-5.23E-01
22.64159265,-6.06E-01
22.74159265,-6.82E-01
22.84159265,-7.52E-01
22.94159265,-8.14E-01
23.04159265,-8.68E-01
23.14159265,-9.13E-01
23.24159265,-9.49E-01
23.34159265,-9.76E-01
23.44159265,-9.93E-01
23.54159265,-1.00E+00
23.64159265,-9.97E-01
23.74159265,-9.84E-01
23.84159265,-9.61E-01
23.94159265,-9.29E-01
24.04159265,-8.87E-01
24.14159265,-8.37E-01
24.24159265,-7.78E-01
24.34159265,-7.11E-01
24.44159265,-6.37E-01
24.54159265,-5.57E-01
24.64159265,-4.72E-01
24.74159265,-3.81E-01
24.84159265,-2.87E-01
24.94159265,-1.90E-01
25.04159265,-9.10E-02
25.14159265,8.85E-03
25.24159265,1.09E-01
25.34159265,2.07E-01
25.44159265,3.04E-01
25.54159265,3.98E-01
25.64159265,4.87E-01
25.74159265,5.72E-01
25.84159265,6.51E-01
25.94159265,7.23E-01
26.04159265,7.89E-01
26.14159265,8.46E-01
26.24159265,8.95E-01
26.34159265,9.35E-01
26.44159265,9.66E-01
26.54159265,9.87E-01
26.64159265,9.98E-01
26.74159265,9.99E-01
26.84159265,9.90E-01
26.94159265,9.72E-01
27.04159265,9.43E-01
27.14159265,9.06E-01
27.24159265,8.59E-01
27.34159265,8.03E-01
27.44159265,7.40E-01
27.54159265,6.69E-01
27.64159265,5.91E-01
27.74159265,5.08E-01
27.84159265,4.19E-01
27.94159265,3.27E-01
28.04159265,2.31E-01
28.14159265,1.32E-01
28.24159265,3.27E-02
28.34159265,-6.72E-02
28.44159265,-1.66E-01
28.54159265,-2.64E-01
28.64159265,-3.59E-01
28.74159265,-4.50E-01
28.84159265,-5.37E-01
28.94159265,-6.19E-01
29.04159265,-6.94E-01
29.14159265,-7.63E-01
29.24159265,-8.23E-01
29.34159265,-8.76E-01
29.44159265,-9.20E-01
29.54159265,-9.54E-01
29.64159265,-9.79E-01
29.74159265,-9.95E-01
29.84159265,-1.00E+00
29.94159265,-9.95E-01
30.04159265,-9.81E-01
30.14159265,-9.56E-01
30.24159265,-9.22E-01
30.34159265,-8.79E-01
30.44159265,-8.27E-01
30.54159265,-7.67E-01
30.64159265,-6.99E-01
30.74159265,-6.24E-01
30.84159265,-5.43E-01
30.94159265,-4.57E-01
31.04159265,-3.66E-01
31.14159265,-2.71E-01
31.24159265,-1.73E-01
31.34159265,-7.43E-02
31.44159265,2.57E-02
31.54159265,1.25E-01
31.64159265,2.24E-01
31.74159265,3.20E-01
31.84159265,4.13E-01
31.94159265,5.02E-01
32.04159265,5.86E-01
32.14159265,6.64E-01
32.24159265,7.35E-01
